title,release_date,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
Ghostbusters: Frozen Empire,2024-03-20,100000000,201967521,115,8.2594,6.488,1819,True,Gil Kenan,Mckenna Grace,101967521,0.5048708846607074,Ghost Corps,Fantasy,Adventure,Comedy
Nope,2022-07-20,68000000,170823080,130,8.2434,6.841,4383,False,Jordan Peele,Daniel Kaluuya,102823080,0.6019273273845666,Universal Pictures,Science Fiction,Horror,Thriller
Hansel & Gretel: Witch Hunters,2013-01-17,50000000,226349749,88,8.2429,6.086,6826,False,Tommy Wirkola,Jeremy Renner,176349749,0.7791029138715767,Paramount Pictures,Fantasy,Horror,Action
Incredibles 2,2018-06-14,200000000,1242805359,118,8.2411,7.5,13092,True,Brad Bird,Craig T. Nelson,1042805359,0.8390737547503607,Walt Disney Pictures,Action,Adventure,Animation
Blended,2014-05-21,40000000,128000000,117,8.2251,6.887,3621,False,Frank Coraci,Adam Sandler,88000000,0.6875,GulfStream Pictures,Comedy,Romance,
The Smurfs,2011-07-29,110000000,563749323,102,8.1983,5.764,3823,True,Raja Gosnell,Hank Azaria,453749323,0.8048778144608078,Columbia Pictures,Animation,Family,Adventure
Mortal Kombat,2021-04-07,20000000,84426031,110,8.1885,7.018,5986,True,Simon McQuoid,Lewis Tan,64426031,0.7631062391171747,Atomic Monster,Action,Fantasy,Adventure
PAW Patrol: The Movie,2021-08-09,26000000,144327371,86,8.1704,7.4,1233,True,Cal Brunker,Tyler Perry,118327371,0.8198539901346917,Spin Master,Family,Comedy,Adventure
Ferdinand,2017-12-09,111000000,295038508,108,8.1664,7.225,2928,False,Carlos Saldanha,John Cena,184038508,0.6237779239312042,Blue Sky Studios,Animation,Family,Adventure
Into the Wild,2007-09-21,15000000,56255142,148,8.1647,7.798,9704,False,Sean Penn,Emile Hirsch,41255142,0.7333577079940532,River Road Entertainment,Adventure,Drama,
Hellboy: The Crooked Man,2024-08-29,20000000,2014050,100,8.1642,5.3,414,False,Brian Taylor,Jack Kesy,-17985950,-8.930240063553537,Dark Horse Entertainment,Fantasy,Horror,Action
Insidious,2011-03-31,1500000,100106454,102,8.1623,6.942,6953,True,James Wan,Patrick Wilson,98606454,0.9850159511193953,Alliance Films,Horror,Thriller,
Taken 2,2012-09-27,45000000,376100000,91,8.1411,6.361,6776,True,Olivier Megaton,Liam Neeson,331100000,0.8803509704865727,EuropaCorp,Action,Crime,Thriller
Anna,2019-06-19,34000000,31626978,119,8.1398,6.7,2786,False,Luc Besson,Sasha Luss,-2373022,-0.07503157589068421,EuropaCorp,Action,Adventure,Thriller
Us,2019-03-14,20000000,256067149,116,8.139,6.96,7580,False,Jordan Peele,Lupita Nyong'o,236067149,0.9218954868748119,Monkeypaw Productions,Horror,Mystery,Thriller
Godzilla: King of the Monsters,2019-05-29,170000000,387300138,132,8.1218,6.696,6341,True,Michael Dougherty,Kyle Chandler,217300138,0.5610639312501355,Legendary Pictures,Science Fiction,Action,
Rambo: Last Blood,2019-09-19,50000000,91500000,89,8.1193,6.5,3998,True,Adrian Grünberg,Sylvester Stallone,41500000,0.453551912568306,Millennium Media,Action,Thriller,Drama
Shark Tale,2004-09-20,75000000,367300000,90,8.1151,6.025,6440,False,Vicky Jenson,Will Smith,292300000,0.7958072420364825,DreamWorks Animation,Animation,Action,Comedy
Orphan,2009-07-24,20000000,77912251,122,8.1135,6.996,5349,True,Jaume Collet-Serra,Vera Farmiga,57912251,0.7433009604612758,Dark Castle Entertainment,Horror,Thriller,
Upgrade,2018-05-31,5000000,16706680,100,8.1108,7.494,4582,False,Leigh Whannell,Logan Marshall-Green,11706680,0.7007185149892139,Goalpost Pictures,Action,Thriller,Science Fiction
That's My Boy,2012-06-14,70000000,58100000,116,8.1028,5.832,2017,False,Sean Anders,Adam Sandler,-11900000,-0.20481927710843373,Relativity Media,Comedy,Drama,
300: Rise of an Empire,2014-03-05,110000000,337580051,102,8.0762,6.1,6642,True,Noam Murro,Sullivan Stapleton,227580051,0.6741513615092143,Legendary Pictures,Action,Drama,War
The Iron Claw,2023-12-21,15900000,40130232,132,8.0578,7.5,1021,False,Sean Durkin,Zac Efron,24230232,0.6037899805812237,A24,History,Drama,
Enchanted,2007-11-20,85000000,340487652,107,8.0497,6.838,5498,True,Kevin Lima,Amy Adams,255487652,0.7503580541005933,Walt Disney Pictures,Comedy,Family,Fantasy
Zombieland: Double Tap,2019-10-09,42000000,122800000,99,8.0357,6.918,5891,True,Ruben Fleischer,Woody Harrelson,80800000,0.6579804560260586,Pariah,Comedy,Horror,Action
The Ring,2002-10-18,48000000,249348933,115,8.0181,6.679,6314,True,Gore Verbinski,Naomi Watts,201348933,0.8074986749592388,DreamWorks Pictures,Horror,Mystery,
"Ruby Gillman, Teenage Kraken",2023-06-28,70000000,46247409,91,8.015,7.203,1032,False,Kirk DeMicco,Lana Condor,-23752591,-0.5135983077451971,DreamWorks Animation,Animation,Family,Fantasy
Mean Girls,2024-01-10,36000000,104970953,113,8.0144,5.9,619,False,Arturo Perez Jr.,Angourie Rice,68970953,0.6570479835502684,Little Stranger,Comedy,,
I Saw the TV Glow,2024-05-03,10000000,5396508,100,7.9866,6.033,487,False,Jane Schoenbrun,Justice Smith,-4603492,-0.8530501576204464,A24,Drama,Horror,
The Grand Budapest Hotel,2014-02-26,30000000,174600318,100,7.9721,8.037,15214,False,Wes Anderson,Ralph Fiennes,144600318,0.8281790070966537,Fox Searchlight Pictures,Comedy,Drama,
Swordfish,2001-06-08,102000000,147080413,99,7.9671,6.251,2760,False,Dominic Sena,John Travolta,45080413,0.30650181135947724,Village Roadshow Pictures,Action,Crime,Thriller
Flipped,2010-08-06,14000000,4324817,89,7.9594,8.027,3134,False,Rob Reiner,Madeline Carroll,-9675183,-2.237131189597155,Reiner / Greisman Productions,Romance,Drama,
The Mist,2007-02-21,18000000,57470220,126,7.9504,6.938,5414,False,Frank Darabont,Thomas Jane,39470220,0.6867943084261727,Darkwoods Productions,Horror,Science Fiction,Thriller
Bruce Almighty,2003-05-23,80000000,484592874,101,7.9432,6.719,10947,True,Tom Shadyac,Jim Carrey,404592874,0.8349129665493182,Pit Bull Productions,Fantasy,Comedy,
A Haunted House 2,2014-04-17,4000000,25343661,87,7.9396,6.2,1494,True,Michael Tiddes,Marlon Wayans,21343661,0.8421696060407373,Automatik Entertainment,Comedy,Horror,
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,135000000,245623848,112,7.9385,6.033,3600,True,Dave Green,Pete Ploszek,110623848,0.4503791016253438,5150 Action,Action,Adventure,Comedy
Queer,2024-11-27,53400000,5450715,138,7.9357,6.699,355,False,Luca Guadagnino,Daniel Craig,-47949285,-8.7968798588809,Fremantle,Drama,Romance,
Geostorm,2017-10-12,120000000,221600160,109,7.9343,6.123,4913,False,Dean Devlin,Gerard Butler,101600160,0.4584841454988119,Twisted Media,Action,Science Fiction,Thriller
Isle of Dogs,2018-03-23,62770198,64337744,101,7.9252,7.849,5043,False,Wes Anderson,Bryan Cranston,1567546,0.0243643295916624,Studio Babelsberg,Adventure,Comedy,Animation
The Best Christmas Pageant Ever,2024-11-07,10000000,40262167,99,7.9208,6.9,80,False,Dallas Jenkins,Judy Greer,30262167,0.7516278743764587,Kingdom Story Company,Comedy,Drama,Family
21 Jump Street,2012-03-14,42000000,201585328,109,7.9163,6.88,10494,True,Phil Lord,Jonah Hill,159585328,0.7916515035260899,Columbia Pictures,Action,Comedy,Crime
Harold and the Purple Crayon,2024-07-31,40000000,32227855,90,7.9096,6.747,290,False,Carlos Saldanha,Zachary Levi,-7772145,-0.24116234232777825,Davis Entertainment,Family,Comedy,Adventure
Hit Man,2024-05-16,8800000,5101673,116,7.8992,6.8,1315,False,Richard Linklater,Glen Powell,-3698327,-0.7249243532464742,Aggregate Films,Comedy,Romance,Crime
How the Grinch Stole Christmas,2000-11-17,123000000,345800000,104,7.8842,6.771,7788,False,Ron Howard,Jim Carrey,222800000,0.6443030653556969,Universal Pictures,Family,Comedy,Fantasy
The Woman King,2022-09-16,50000000,97300000,135,7.8788,7.667,2171,False,Gina Prince-Bythewood,Viola Davis,47300000,0.48612538540596095,TriStar Pictures,Action,Drama,History
Terminator 3: Rise of the Machines,2003-07-02,200000000,435000000,109,7.8588,6.17,6829,True,Jonathan Mostow,Arnold Schwarzenegger,235000000,0.5402298850574713,IMF Productions,Action,Thriller,Science Fiction
Kingsman: The Golden Circle,2017-09-20,104000000,410902662,141,7.8514,6.957,10629,True,Matthew Vaughn,Taron Egerton,306902662,0.7468986949517499,20th Century Fox,Action,Adventure,Comedy
TRON: Legacy,2010-12-14,170000000,409912892,126,7.8477,6.502,7326,True,Joseph Kosinski,Garrett Hedlund,239912892,0.5852777423745921,Walt Disney Pictures,Adventure,Action,Science Fiction
Captain America: The Winter Soldier,2014-03-20,170000000,714766572,136,7.8439,7.656,19168,True,Joe Russo,Chris Evans,544766572,0.7621601140015261,Marvel Studios,Action,Adventure,Science Fiction
Tomorrowland,2015-05-19,190000000,209200000,130,7.8392,6.281,7092,False,Brad Bird,Britt Robertson,19200000,0.09177820267686425,Walt Disney Pictures,Adventure,Family,Mystery
The Great Gatsby,2013-05-09,105000000,351040419,143,7.8377,7.363,12468,False,Baz Luhrmann,Leonardo DiCaprio,246040419,0.7008891446201242,Warner Bros. Pictures,Drama,Romance,
Hot Fuzz,2007-02-14,12000000,80600000,121,7.8376,7.562,7801,False,Edgar Wright,Simon Pegg,68600000,0.8511166253101737,Big Talk Studios,Crime,Action,Comedy
S.W.A.T.,2003-08-08,80000000,207700000,117,7.8329,6.2,2553,True,Clark Johnson,Samuel L. Jackson,127700000,0.6148290804044295,Original Film,Action,Thriller,Crime
Atonement,2007-02-27,30000000,131016624,123,7.8288,7.643,4388,False,Joe Wright,James McAvoy,101016624,0.771021423968305,Universal Pictures,Drama,Romance,
Ghost Rider,2007-01-15,110000000,228738393,114,7.8197,5.577,6083,True,Mark Steven Johnson,Nicolas Cage,118738393,0.519101281786132,Crystal Sky Pictures,Thriller,Action,Fantasy
Insidious: The Red Door,2023-07-05,16000000,189086877,107,7.8147,6.569,1781,True,Patrick Wilson,Ty Simpkins,173086877,0.915382811045105,Blumhouse Productions,Horror,Thriller,
Maze Runner: The Death Cure,2018-01-10,62000000,288175335,143,7.8145,7.098,7985,True,Wes Ball,Dylan O'Brien,226175335,0.7848532040398253,The Gotham Group,Science Fiction,Action,Adventure
"Men, Women & Children",2014-10-17,16000000,1700000,116,7.8116,6.4,896,False,Jason Reitman,Adam Sandler,-14300000,-8.411764705882353,Right of Way Films,Drama,Comedy,
Glass Onion: A Knives Out Mystery,2022-11-23,40000000,15000000,140,7.8114,7.051,5920,True,Rian Johnson,Daniel Craig,-25000000,-1.6666666666666667,T-Street,Comedy,Crime,Mystery
Hancock,2008-07-01,150000000,629400000,92,7.7781,6.348,9782,False,Peter Berg,Will Smith,479400000,0.7616777883698761,Columbia Pictures,Fantasy,Action,
The Hangover Part III,2013-05-23,103000000,362000072,100,7.7726,6.209,8834,True,Todd Phillips,Bradley Cooper,259000072,0.7154696698513364,Green Hat Films,Comedy,,
Trolls World Tour,2020-03-11,90000000,49276818,91,7.771,7.279,2185,True,Walt Dohrn,Anna Kendrick,-40723182,-0.826416632664877,DreamWorks Animation,Family,Animation,Comedy
Ghostbusters: Afterlife,2021-11-18,75000000,204334455,124,7.7701,7.345,4814,True,Jason Reitman,Mckenna Grace,129334455,0.6329547065373776,Columbia Pictures,Fantasy,Comedy,Adventure
The Expendables 2,2012-08-08,100000000,314975955,103,7.7668,6.345,6847,True,Simon West,Sylvester Stallone,214975955,0.6825154478855378,Millennium Media,Action,Adventure,Thriller
The Bourne Identity,2002-06-14,60000000,214034224,119,7.7571,7.467,9516,True,Doug Liman,Matt Damon,154034224,0.7196709999051367,Universal Pictures,Action,Drama,Mystery
Little Man,2006-08-31,64000000,101600000,98,7.7563,5.9,1781,False,Keenen Ivory Wayans,Marlon Wayans,37600000,0.3700787401574803,Wayans Bros. Entertainment,Comedy,Crime,
Jeepers Creepers,2001-07-01,10000000,59217789,90,7.7364,6.5,3089,True,Victor Salva,Gina Philips,49217789,0.8311318242563902,United Artists,Horror,,
Redeeming Love,2022-01-21,30000000,9464198,134,7.7356,7.8,629,False,D.J. Caruso,Abigail Cowen,-20535802,-2.1698406985990784,Mission Pictures International,Romance,Drama,Western
Men in Black II,2002-07-03,140000000,445135288,88,7.7306,6.377,10137,True,Barry Sonnenfeld,Tommy Lee Jones,305135288,0.6854888754629581,Columbia Pictures,Action,Comedy,Science Fiction
Warcraft,2016-05-25,160000000,433677183,123,7.7281,6.389,6927,False,Duncan Jones,Travis Fimmel,273677183,0.6310619828020788,Legendary Pictures,Action,Adventure,Fantasy
13 Hours: The Secret Soldiers of Benghazi,2016-01-14,50000000,69411370,144,7.7276,7.272,3699,False,Michael Bay,John Krasinski,19411370,0.27965692076096466,Paramount Pictures,War,Action,History
Trolls,2016-10-13,125000000,347337803,92,7.7276,6.638,3652,True,Mike Mitchell,Anna Kendrick,222337803,0.6401197942741637,DreamWorks Animation,Family,Animation,Fantasy
Shaun of the Dead,2004-04-09,6000000,39396175,99,7.7276,7.538,8730,False,Edgar Wright,Simon Pegg,33396175,0.8477009506633576,WT² Productions,Horror,Comedy,
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,75000000,205537933,109,7.7234,6.9,10427,False,Cathy Yan,Margot Robbie,130537933,0.6351038520952723,Warner Bros. Pictures,Action,Crime,
The Big Short,2015-12-11,28000000,133346506,131,7.7232,7.355,9258,False,Adam McKay,Steve Carell,105346506,0.7900207449005076,Paramount Pictures,Comedy,Drama,
Godzilla,2014-05-14,160000000,524978362,123,7.7232,6.345,9319,True,Gareth Edwards,Aaron Taylor-Johnson,364978362,0.695225533885909,Legendary Pictures,Action,Drama,Science Fiction
The Grinch,2018-11-08,75000000,508600000,85,7.7167,6.862,4181,False,Yarrow Cheney,Benedict Cumberbatch,433600000,0.852536374360991,Illumination,Family,Comedy,Animation
The Dictator,2012-05-15,65000000,179379533,83,7.7126,6.202,6009,False,Larry Charles,Sacha Baron Cohen,114379533,0.6376398192540729,Paramount Pictures,Comedy,,
Undisputed III: Redemption,2010-04-17,3000000,282548,96,7.7084,7.5,941,True,Isaac Florentine,Scott Adkins,-2717452,-9.61766496312131,Undisputed 3 Productions,Action,Thriller,Crime
The Day After Tomorrow,2004-05-26,125000000,552639571,123,7.686,6.543,8350,False,Roland Emmerich,Dennis Quaid,427639571,0.7738127948858009,20th Century Fox,Action,Adventure,Science Fiction
Creed,2015-11-25,37000000,173600000,133,7.6618,7.405,7594,True,Ryan Coogler,Michael B. Jordan,136600000,0.7868663594470046,Metro-Goldwyn-Mayer,Action,Drama,
Limitless,2011-03-17,27000000,161900000,105,7.6599,7.193,10876,False,Neil Burger,Bradley Cooper,134900000,0.8332303891290921,Relativity Media,Thriller,Mystery,Science Fiction
Mama,2013-01-17,15000000,146428180,100,7.6583,6.275,4213,False,Andy Muschietti,Jessica Chastain,131428180,0.8975607017720223,Toma 78,Horror,,
Chicken Little,2005-11-04,150000000,314400000,81,7.6498,5.898,3973,False,Mark Dindal,Zach Braff,164400000,0.5229007633587787,Walt Disney Pictures,Animation,Family,Comedy
The Girl with the Dragon Tattoo,2011-12-14,90000000,232617430,158,7.6483,7.373,7173,True,David Fincher,Daniel Craig,142617430,0.6130986401148014,Columbia Pictures,Thriller,Crime,Mystery
Mamma Mia!,2008-07-03,52000000,609841637,108,7.6472,6.977,6684,True,Phyllida Lloyd,Meryl Streep,557841637,0.9147319617994532,Littlestar,Comedy,Romance,
The Northman,2022-04-07,70000000,69633110,137,7.6396,7.047,4563,False,Robert Eggers,Alexander Skarsgård,-366890,-0.005268901532618607,Focus Features,Action,Adventure,Fantasy
Dark Shadows,2012-05-09,150000000,245527149,113,7.6329,6.092,7305,False,Tim Burton,Johnny Depp,95527149,0.38906959735031177,Tim Burton Productions,Comedy,Fantasy,
The Lego Batman Movie,2017-02-08,80000000,311950384,104,7.6314,7.225,5128,False,Chris McKay,Will Arnett,231950384,0.7435489612989225,Lin Pictures,Animation,Action,Comedy
The Shape of Water,2017-12-01,19500000,195300000,123,7.6261,7.243,12344,False,Guillermo del Toro,Sally Hawkins,175800000,0.9001536098310292,Double Dare You,Drama,Fantasy,Romance
Plane,2023-01-12,25000000,74515586,107,7.6171,6.9,2381,True,Jean-François Richet,Gerard Butler,49515586,0.6644997195620256,MadRiver Pictures,Action,Adventure,Thriller
Sherlock Holmes,2009-12-23,90000000,524028679,129,7.6138,7.215,14198,True,Guy Ritchie,Robert Downey Jr.,434028679,0.828253674642872,Warner Bros. Pictures,Action,Adventure,Crime
Nickel Boys,2024-12-13,23200000,3016380,140,7.5979,6.5,257,False,RaMell Ross,Ethan Herisse,-20183620,-6.69133862444387,Orion Pictures,Drama,,
The Jungle Book,2016-04-07,175000000,966550600,106,7.5854,6.863,8180,False,Jon Favreau,Neel Sethi,791550600,0.8189437780081043,Walt Disney Pictures,Family,Adventure,Drama
American Reunion,2012-04-04,50000000,234989584,113,7.5786,6.298,4489,True,Jon Hurwitz,Jason Biggs,184989584,0.7872246116236369,Universal Pictures,Comedy,,
King Arthur: Legend of the Sword,2017-05-10,175000000,149175066,126,7.5731,6.551,5800,False,Guy Ritchie,Charlie Hunnam,-25824934,-0.17311830115094434,Village Roadshow Pictures,Action,Drama,Fantasy
The Curse of La Llorona,2019-04-17,9000000,123233739,93,7.5666,5.657,2502,False,Michael Chaves,Linda Cardellini,114233739,0.926968052150069,Atomic Monster,Horror,,
Law Abiding Citizen,2009-10-15,53000000,127900000,109,7.5622,7.387,5326,False,F. Gary Gray,Jamie Foxx,74900000,0.5856137607505864,The Film Department,Drama,Crime,Thriller
Paul,2011-02-14,40000000,98000000,104,7.5594,6.733,5919,False,Greg Mottola,Simon Pegg,58000000,0.5918367346938775,Universal Pictures,Adventure,Comedy,Science Fiction
Mortal Engines,2018-11-27,100000000,83869818,128,7.5585,6.2,4813,False,Christian Rivers,Hera Hilmar,-16130182,-0.19232403723589814,Scholastic Productions,Adventure,Science Fiction,
Men in Black 3,2012-05-23,225000000,654213485,106,7.5505,6.53,10499,True,Barry Sonnenfeld,Will Smith,429213485,0.6560755698883217,Columbia Pictures,Action,Comedy,Science Fiction
Memory,2022-04-28,30000000,13900000,114,7.5472,6.8,1551,False,Martin Campbell,Liam Neeson,-16100000,-1.158273381294964,Black Bear Pictures,Action,Thriller,Crime
Miss Peregrine's Home for Peculiar Children,2016-09-27,110000000,296482446,127,7.5259,6.837,10148,False,Tim Burton,Eva Green,186482446,0.6289830933194608,Chernin Entertainment,Fantasy,Adventure,Drama
The Expendables 3,2014-08-07,95000000,214657577,126,7.52,6.207,5085,True,Patrick Hughes,Sylvester Stallone,119657577,0.5574346765313577,Davis Films,Action,Adventure,Thriller
Terminator Salvation,2009-05-20,200000000,371353001,115,7.5169,6.065,6637,True,McG,Christian Bale,171353001,0.4614288844807262,The Halcyon Company,Action,Science Fiction,Thriller
Jungle Cruise,2021-07-28,200000000,220889446,127,7.508,7.339,5831,False,Jaume Collet-Serra,Dwayne Johnson,20889446,0.09456968804204434,Walt Disney Pictures,Fantasy,Adventure,
Never Back Down,2008-03-04,20000000,41627431,115,7.5045,6.8,2357,True,Jeff Wadlow,Sean Faris,21627431,0.5195475790951404,Summit Entertainment,Drama,Action,
One Day,2011-03-02,15000000,59400000,107,7.4972,7.424,4339,False,Lone Scherfig,Anne Hathaway,44400000,0.7474747474747475,Focus Features,Drama,Romance,
The Pope's Exorcist,2023-04-05,18000000,76987621,103,7.4969,6.954,2889,True,Julius Avery,Russell Crowe,58987621,0.7661961784739393,Screen Gems,Horror,Thriller,
Minority Report,2002-06-20,102000000,358372926,145,7.4908,7.348,8988,False,Steven Spielberg,Tom Cruise,256372926,0.7153802851725468,Digital Image Associates,Science Fiction,Action,Thriller
Dora and the Lost City of Gold,2019-08-08,49000000,120600000,102,7.4892,6.6,1747,False,James Bobin,Isabela Merced,71600000,0.593698175787728,Nickelodeon Movies,Family,Comedy,Adventure
Death on the Nile,2022-02-09,90000000,137307235,127,7.4855,6.43,3855,True,Kenneth Branagh,Kenneth Branagh,47307235,0.3445356320808587,The Mark Gordon Company,Mystery,Crime,Thriller
Don't Look Up,2021-12-08,75000000,791863,138,7.4846,7.072,8618,False,Adam McKay,Leonardo DiCaprio,-74208137,-93.71335319367113,Hyperobject Industries,Comedy,Science Fiction,
Pokémon Detective Pikachu,2019-05-03,150000000,449762638,105,7.4742,6.921,7012,True,Rob Letterman,Ryan Reynolds,299762638,0.6664907501720941,Legendary Pictures,Action,Adventure,Fantasy
The Others,2001-08-02,17000000,210002906,104,7.4734,7.613,6709,False,Alejandro Amenábar,Nicole Kidman,193002906,0.9190487392588749,Cruise/Wagner Productions,Horror,Mystery,Thriller
Predestination,2014-08-28,5500000,4942449,98,7.47,7.425,6644,False,Michael Spierig,Ethan Hawke,-557551,-0.11280865012466491,Screen Queensland,Science Fiction,Thriller,
Unfaithful,2002-05-10,50000000,119137784,124,7.4664,6.669,1590,False,Adrian Lyne,Richard Gere,69137784,0.5803178612084979,Fox 2000 Pictures,Thriller,Drama,Romance
Passengers,2016-12-21,110000000,303144152,116,7.4619,6.954,13563,False,Morten Tyldum,Jennifer Lawrence,193144152,0.6371363284619788,Columbia Pictures,Drama,Romance,Science Fiction
Freelance,2023-10-05,40000000,9112817,108,7.4542,6.442,1040,False,Pierre Morel,John Cena,-30887183,-3.389422063451949,Endurance Media,Action,Comedy,
Ninja Assassin,2009-09-29,40000000,61601280,99,7.4446,6.667,1611,False,James McTeigue,Rain,21601280,0.35066284336948844,Legendary Pictures,Action,Adventure,Thriller
Paddington 2,2017-11-09,40000000,290132513,104,7.4259,7.465,2503,True,Paul King,Ben Whishaw,250132513,0.8621319631281724,StudioCanal,Adventure,Comedy,Family
Ma,2019-05-29,5000000,61220856,99,7.4254,5.8,2310,True,Tate Taylor,Octavia Spencer,56220856,0.9183284859656323,Blumhouse Productions,Horror,Thriller,
Ant-Man and the Wasp,2018-07-04,140000000,622674139,119,7.4227,6.918,13591,True,Peyton Reed,Paul Rudd,482674139,0.7751632977325239,Marvel Studios,Action,Adventure,Science Fiction
American Wedding,2003-08-01,55000000,231449203,103,7.4223,6.21,4157,True,Jesse Dylan,Jason Biggs,176449203,0.7623668637130714,Loumolo & Co.,Comedy,Romance,
Little Women,2019-12-25,40000000,216600000,135,7.4192,7.863,6458,False,Greta Gerwig,Saoirse Ronan,176600000,0.8153277931671283,Columbia Pictures,Drama,Romance,History
Shazam!,2019-03-29,80000000,367799011,132,7.4112,6.993,9734,True,David F. Sandberg,Zachary Levi,287799011,0.7824898990824094,New Line Cinema,Action,Comedy,Fantasy
Men in Black: International,2019-06-12,110000000,253890701,115,7.4088,5.908,5047,False,F. Gary Gray,Chris Hemsworth,143890701,0.5667426984653526,Amblin Entertainment,Comedy,Science Fiction,Action
The Italian Job,2003-05-30,60000000,176070171,110,7.4048,6.775,5670,False,F. Gary Gray,Mark Wahlberg,116070171,0.6592267749884789,De Line Pictures,Action,Crime,
Zoolander,2001-09-28,28000000,60780981,89,7.3994,6.208,4600,True,Ben Stiller,Ben Stiller,32780981,0.5393295807450031,Paramount Pictures,Comedy,,
Argo,2012-10-11,44500000,232300000,120,7.3962,7.282,8475,False,Ben Affleck,Ben Affleck,187800000,0.808437365475678,GK Films,Drama,Thriller,
Don't Worry Darling,2022-09-21,35000000,86700000,123,7.3929,6.8,2640,False,Olivia Wilde,Florence Pugh,51700000,0.5963091118800461,Vertigo Entertainment,Horror,Mystery,Science Fiction
Monster House,2006-06-30,75000000,140175006,91,7.3856,6.7,4075,False,Gil Kenan,Mitchel Musso,65175006,0.4649545440361886,ImageMovers,Animation,Comedy,Family
Ghost Rider: Spirit of Vengeance,2011-12-10,57000000,132563930,96,7.3807,5.009,3863,True,Mark Neveldine,Nicolas Cage,75563930,0.5700187826356687,Columbia Pictures,Action,Fantasy,Thriller
G.I. Joe: The Rise of Cobra,2009-08-03,175000000,302500000,118,7.3748,5.78,4688,True,Stephen Sommers,Adewale Akinnuoye-Agbaje,127500000,0.4214876033057851,Paramount Pictures,Adventure,Action,Thriller
F9,2021-05-19,200000000,726229501,143,7.3717,7.048,7386,True,Justin Lin,Vin Diesel,526229501,0.7246049634108709,Original Film,Action,Adventure,Crime
The Equalizer 2,2018-07-19,62000000,190400157,121,7.3655,6.772,5555,True,Antoine Fuqua,Denzel Washington,128400157,0.6743700164070768,Lonetree Entertainment,Action,Thriller,Crime
Prince of Persia: The Sands of Time,2010-05-19,200000000,336365676,116,7.3642,6.3,6857,False,Mike Newell,Jake Gyllenhaal,136365676,0.40540901087660325,Walt Disney Pictures,Adventure,Fantasy,Action
The Lego Movie,2014-02-06,60000000,470759687,100,7.3438,7.418,8022,True,Phil Lord,Chris Pratt,410759687,0.872546435778389,Village Roadshow Pictures,Animation,Family,Adventure
Scary Movie 5,2013-04-11,20000000,78378744,88,7.3435,4.802,2853,True,Malcolm D. Lee,Ashley Tisdale,58378744,0.744828776536659,Dimension Films,Comedy,,
The SpongeBob Movie: Sponge Out of Water,2015-01-28,74000000,311594032,93,7.3423,6.084,2399,True,Paul Tibbitt,Tom Kenny,237594032,0.7625114976528177,Paramount Animation,Family,Comedy,Adventure
Asteroid City,2023-06-08,25000000,47281670,105,7.3368,6.454,2119,False,Wes Anderson,Jason Schwartzman,22281670,0.47125387068603963,Indian Paintbrush,Comedy,Drama,
A Dog's Purpose,2017-01-19,22000000,205000000,100,7.328,7.638,3391,True,Lasse Hallström,Josh Gad,183000000,0.8926829268292683,Amblin Entertainment,Adventure,Comedy,Fantasy
San Andreas,2015-05-27,110000000,473990832,114,7.324,6.246,8698,False,Brad Peyton,Dwayne Johnson,363990832,0.7679280007677448,New Line Cinema,Action,Drama,Thriller
Gone in Sixty Seconds,2000-06-09,90000000,237200000,118,7.3207,6.438,4571,False,Dominic Sena,Nicolas Cage,147200000,0.6205733558178752,Touchstone Pictures,Action,Crime,Thriller
Jason Bourne,2016-07-27,120000000,415484914,123,7.3193,6.363,5848,True,Paul Greengrass,Matt Damon,295484914,0.7111808492762748,The Kennedy/Marshall Company,Action,Thriller,
Sausage Party,2016-07-11,19000000,140705322,89,7.3151,5.744,7416,False,Conrad Vernon,Seth Rogen,121705322,0.8649660174190141,Columbia Pictures,Adventure,Animation,Comedy
The Greatest Showman,2017-12-20,84000000,459066134,105,7.3137,7.877,9641,False,Michael Gracey,Hugh Jackman,375066134,0.8170198283456911,Chernin Entertainment,Drama,,
Turbo,2013-07-11,135000000,282570682,96,7.3102,6.241,3442,False,David Soren,Ryan Reynolds,147570682,0.5222434293448744,DreamWorks Animation,Animation,Family,
Snack Shack,2024-03-15,3000000,455708,112,7.3092,7.1,172,False,Adam Rehmeier,Conor Sherry,-2544292,-5.583162902560412,T-Street,Comedy,,
Ice Age: Collision Course,2016-06-23,105000000,408579038,95,7.3057,6.109,4667,True,Mike Thurmeier,Ray Romano,303579038,0.7430117792778199,Blue Sky Studios,Adventure,Animation,Family
RED,2010-10-13,58000000,199006387,111,7.305,6.698,6833,True,Robert Schwentke,Bruce Willis,141006387,0.7085520677283589,di Bonaventura Pictures,Action,Adventure,Comedy
Gran Torino,2008-12-12,33000000,270000000,116,7.3048,7.99,10952,False,Clint Eastwood,Clint Eastwood,237000000,0.8777777777777778,Matten Productions,Drama,,
Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,185000000,786636033,122,7.3035,6.012,8549,True,Steven Spielberg,Harrison Ford,601636033,0.7648213503588641,Paramount Pictures,Adventure,Action,
